,이름,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,법정동명,지번주소,도로명,도로명주소,구우편번호,신우편번호,경도,위도
108,대국 ,대국,,음식,분식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 2-9,서울특별시 서대문구 명지대길,서울특별시 서대문구 명지대길 97,120120,3672.0,126.923073637743,37.5842911142647
109,강산애 ,강산애,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 508-5,서울특별시 서대문구 신촌로1길,서울특별시 서대문구 신촌로1길 10,120836,3785.0,126.928331156405,37.5587314944937
110,명물갈비 ,명물갈비,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 2-28,서울특별시 서대문구 명물길,서울특별시 서대문구 명물길 43-3,120833,3776.0,126.938471620606,37.5587870636105
111,우리하우스 ,우리하우스,,음식,분식,서울특별시,서대문구,충현동,충정로2가,서울특별시 서대문구 충정로2가 107,서울특별시 서대문구 충정로9길,서울특별시 서대문구 충정로9길 16,120012,3736.0,126.964436462511,37.5644779729911
112,여우골초밥앤참치 ,여우골초밥앤참치,,음식,일식/수산물,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 62-11,서울특별시 서대문구 연세로5다길,서울특별시 서대문구 연세로5다길 10,120834,3789.0,126.934983987592,37.5565120655207
113,봉추찜닭 ,봉추찜닭,,음식,닭/오리요리,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 465,서울특별시 서대문구 서소문로,서울특별시 서대문구 서소문로 27,120013,3741.0,126.964845533717,37.5602736986601
114,장호왕곱창 ,장호왕곱창,,음식,한식,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 465,서울특별시 서대문구 서소문로,서울특별시 서대문구 서소문로 27,120013,3741.0,126.964845533717,37.5602736986601
115,낙원식당 ,낙원식당,,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 335-17,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 141,120130,3676.0,126.914685846018,37.5849351148659
116,다모토리5 ,다모토리5,,음식,유흥주점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 57-20,서울특별시 서대문구 연세로7길,서울특별시 서대문구 연세로7길 25,120834,3789.0,126.935343975272,37.557461403934
117,명물아구찜 ,명물아구찜,,음식,일식/수산물,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 281-16,서울특별시 서대문구 충정로2길,서울특별시 서대문구 충정로2길 19,120840,3741.0,126.964453764199,37.5607748461611
118,본우리반상 ,본우리반상,,음식,한식,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
119,본아이에프세브란스 ,본아이에프세브란스,,음식,별식/퓨전요리,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
120,불난집 ,불난집,,음식,한식,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 253-29,서울특별시 서대문구 통일로,서울특별시 서대문구 통일로 445,120090,3639.0,126.944244509641,37.5884199013883
121,레몬꽃 ,레몬꽃,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 30,서울특별시 서대문구 연희로10길,서울특별시 서대문구 연희로10길 77,120823,3725.0,126.933372799809,37.5639401032523
122,예체능 ,예체능,,음식,유흥주점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 33-25,서울특별시 서대문구 연세로7안길,서울특별시 서대문구 연세로7안길 10,120834,3788.0,126.936420904323,37.5581378796785
123,별미닭곰탕 ,별미닭곰탕,,음식,한식,서울특별시,서대문구,충현동,충정로2가,서울특별시 서대문구 충정로2가 102-2,서울특별시 서대문구 경기대로,서울특별시 서대문구 경기대로 64,120012,3736.0,126.964073541603,37.5645288514417
124,명랑시대쌀핫도그 ,명랑시대쌀핫도그,,음식,패스트푸드,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 북아현동 129-50,서울특별시 서대문구 북아현로,서울특별시 서대문구 북아현로 28,120819,3756.0,126.95672352966,37.5599318940861
125,유월의살구나무 ,유월의살구나무,,음식,한식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 343-7,서울특별시 서대문구 거북골로,서울특별시 서대문구 거북골로 43-11,120120,3665.0,126.923568781694,37.5789975442899
126,분식매니아 ,분식매니아,,음식,분식,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
127,마포식당 ,마포식당,,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 335-9,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 145,120130,3676.0,126.914963112138,37.58533411892
128,닭한마리 ,닭한마리,,음식,닭/오리요리,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 298-7,서울특별시 서대문구 통일로40안길,서울특별시 서대문구 통일로40안길 3-10,120857,3628.0,126.943470919347,37.5910800441591
129,실비집 ,실비집,,음식,유흥주점,서울특별시,서대문구,충현동,미근동,서울특별시 서대문구 미근동 193,서울특별시 서대문구 통일로,서울특별시 서대문구 통일로 107,120020,3739.0,126.967424759627,37.5644771163908
130,둘레마당 ,둘레마당,,음식,한식,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 9-497,서울특별시 서대문구 홍은중앙로8길,서울특별시 서대문구 홍은중앙로8길 2-9,120100,3605.0,126.94774451778,37.5987860295528
131,돼지마을 ,돼지마을,,음식,닭/오리요리,서울특별시,서대문구,천연동,영천동,서울특별시 서대문구 영천동 283,서울특별시 서대문구 영천시장길,서울특별시 서대문구 영천시장길 25,120070,3734.0,126.960983699518,37.5710252279125
132,설경 ,설경,,음식,한식,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 277-27,서울특별시 서대문구 모래내로,서울특별시 서대문구 모래내로 353,120100,3654.0,126.935374955815,37.5815284036455
133,엄마맛집 ,엄마맛집,,음식,한식,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 남가좌동 289-42,서울특별시 서대문구 수색로4가길,서울특별시 서대문구 수색로4가길 6,120805,3712.0,126.914895710765,37.5704754319315
134,유닭스토리 신촌점,유닭스토리,신촌점,음식,닭/오리요리,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 18-36,서울특별시 서대문구 신촌로,서울특별시 서대문구 신촌로 105-5,120833,3779.0,126.937541347207,37.5557512019029
135,아현한곱창 ,아현한곱창,,음식,한식,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 북아현동 221-14,서울특별시 서대문구 신촌로,서울특별시 서대문구 신촌로 229,120822,3774.0,126.951281382471,37.5573607643317
136,프렌즈 ,프렌즈,,음식,분식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 289-1,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 205-1,120812,3685.0,126.915510864768,37.5803564330963
137,명과식당 ,명과식당,,음식,한식,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 465,서울특별시 서대문구 서소문로,서울특별시 서대문구 서소문로 27,120013,3741.0,126.964845533717,37.5602736986601
138,예원 ,예원,,음식,유흥주점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 29-45,서울특별시 서대문구 연세로2가길,서울특별시 서대문구 연세로2가길 16,120833,3779.0,126.937719786685,37.5567349410874
139,맥주뚜껑 ,맥주뚜껑,,음식,유흥주점,서울특별시,서대문구,천연동,냉천동,서울특별시 서대문구 냉천동 232,서울특별시 서대문구 통일로,서울특별시 서대문구 통일로 149-1,120050,3735.0,126.964609353872,37.5675250064062
140,바른식당 ,바른식당,,음식,한식,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 156-263,서울특별시 서대문구 모래내로,서울특별시 서대문구 모래내로 445,120855,3646.0,126.944313342276,37.5851497566283
141,와이베를린 ,와이베를린,,음식,유흥주점,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 717-16,서울특별시 서대문구 홍연길,서울특별시 서대문구 홍연길 67,120827,3695.0,126.930308602339,37.5763737254316
142,백산왕인 ,백산왕인,,음식,한식,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 북아현동 125-19,서울특별시 서대문구 북아현로2안길,서울특별시 서대문구 북아현로2안길 9,120819,3757.0,126.957111798772,37.558061159143
143,일품식당 ,일품식당,,음식,한식,서울특별시,서대문구,충현동,미근동,서울특별시 서대문구 미근동 27,서울특별시 서대문구 충정로6안길,서울특별시 서대문구 충정로6안길 50,120020,3739.0,126.966703276497,37.5642635644035
144,동해기사식당 ,동해기사식당,,음식,한식,서울특별시,서대문구,북가좌1동,북가좌동,서울특별시 서대문구 북가좌동 350-2,서울특별시 서대문구 거북골로23길,서울특별시 서대문구 거북골로23길 58-8,120816,3713.0,126.904700936771,37.57788690165
145,물뛴다 ,물뛴다,,음식,한식,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 3-12,서울특별시 서대문구 경기대로,서울특별시 서대문구 경기대로 41-1,120837,3752.0,126.961962530347,37.5633029144368
146,고향숯불갈비 ,고향숯불갈비,,음식,한식,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 250-2,서울특별시 서대문구 세무서길,서울특별시 서대문구 세무서길 23,120090,3629.0,126.94536839071,37.5890156220742
147,백년칼국수 ,백년칼국수,,음식,분식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 345-4,서울특별시 서대문구 가재울로6길,서울특별시 서대문구 가재울로6길 53-87,120807,3692.0,126.923088061717,37.577001870807
148,부산일식 ,부산일식,,음식,일식/수산물,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 347-13,서울특별시 서대문구 가재울로12길,서울특별시 서대문구 가재울로12길 40,120120,3692.0,126.922371679069,37.5772205919504
149,완숙 ,완숙,,음식,유흥주점,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 322-23,서울특별시 서대문구 명지대길,서울특별시 서대문구 명지대길 35,120806,3673.0,126.924354567637,37.5818249480832
150,박리아김밥&피자 ,박리아김밥&피자,,음식,양식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 506-17,서울특별시 서대문구 신촌로,서울특별시 서대문구 신촌로 15,120836,3785.0,126.928722638016,37.558266507116
151,위 ,위,,음식,유흥주점,서울특별시,서대문구,충현동,북아현동,서울특별시 서대문구 북아현동 1-233,서울특별시 서대문구 북아현로,서울특별시 서대문구 북아현로 68,120865,3748.0,126.95507006129,37.5632421107086
152,밀탑 신촌점,밀탑,신촌점,음식,분식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 30-33,서울특별시 서대문구 신촌로,서울특별시 서대문구 신촌로 83,120706,3789.0,126.935827820491,37.556069154454
153,KFC 이대점,KFC,이대점,음식,닭/오리요리,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 37-39,서울특별시 서대문구 이화여대길,서울특별시 서대문구 이화여대길 81,120808,3766.0,126.943913291151,37.5589620110387
